,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
16,"Fri, Oct 21, 2022",7:00p,New Orleans Pelicans,124,Charlotte Hornets,112,Box Score,,19287.0,Spectrum Center,
17,"Fri, Oct 21, 2022",7:00p,San Antonio Spurs,137,Indiana Pacers,134,Box Score,,12073.0,Gainbridge Fieldhouse,
18,"Fri, Oct 21, 2022",7:00p,Chicago Bulls,100,Washington Wizards,102,Box Score,,20476.0,Capital One Arena,
19,"Fri, Oct 21, 2022",7:30p,Orlando Magic,98,Atlanta Hawks,108,Box Score,,17822.0,State Farm Arena,
20,"Fri, Oct 21, 2022",7:30p,Toronto Raptors,105,Brooklyn Nets,109,Box Score,,17732.0,Barclays Center,
21,"Fri, Oct 21, 2022",7:30p,Boston Celtics,111,Miami Heat,104,Box Score,,19600.0,FTX Arena,
22,"Fri, Oct 21, 2022",7:30p,Detroit Pistons,106,New York Knicks,130,Box Score,,19812.0,Madison Square Garden (IV),
23,"Fri, Oct 21, 2022",8:00p,Memphis Grizzlies,129,Houston Rockets,122,Box Score,,18055.0,Toyota Center,
24,"Fri, Oct 21, 2022",8:00p,Utah Jazz,132,Minnesota Timberwolves,126,Box Score,OT,17136.0,Target Center,
25,"Fri, Oct 21, 2022",10:00p,Denver Nuggets,128,Golden State Warriors,123,Box Score,,18064.0,Chase Center,
26,"Fri, Oct 21, 2022",10:00p,Phoenix Suns,111,Portland Trail Blazers,113,Box Score,OT,19393.0,Moda Center,
